# f[kHz]	sigma_f[kHz]	v_inj[mV]	sigma_vin[mV]	vout[mV]	sigma_vout[mV]
0.8174	0.0001	7.1	0.4		77	2
1.2770	0.0001	7.0	0.4		50	2
1.846	0.0001	7.0	0.4		36	1
2.2721	0.0001	7.0	0.4		29	1
2.9215	0.0001	7.1	0.4		25	1
3.1023	0.0001	7.1	0.4		22	1
4.0913	0.0001	7.1	0.4		18.2	0.6
5.5290	0.0001	7.1	0.4		15.0	0.5
10.740	0.001	7.1	0.4		9.9	0.5
12.708	0.001	7.1	0.4		9.4	0.5
